VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
12901, 45163, -3.19391,  12.54413, -35.34857,  0.05923,  0.62207, -0.78076,  0.00,  0.99609, -0.08795,  0.00547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.06476,  0.62795,  0.69661,  0.62795,  0.69661,  0.62795,  0.69661
12902, 45162, -3.94565,  12.58345, -35.38589,  0.08301,  0.63525, -0.76807,  0.00,  0.99658, -0.03839,  0.07599, -1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  0.06476,  0.62365,  0.69661,  0.62365,  0.69661,  0.62365,  0.69661
12903, 45164, -3.19455,  12.36795, -35.45677,  0.05438,  0.52979, -0.84619,  0.00,  0.99658, -0.0838,  0.01157, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.03314,  0.62795,  0.6963,  0.62795,  0.6963,  0.62795,  0.6963
12904, 45162, -3.94565,  12.58345, -35.38589,  0.08301,  0.63525, -0.76807,  0.00,  0.99658, -0.03839,  0.07599, -1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  0.06476,  0.62365,  0.69661,  0.62365,  0.69661,  0.62365,  0.69661
12905, 45163, -3.19391,  12.54413, -35.34857,  0.05923,  0.62207, -0.78076,  0.00,  0.99609, -0.08795,  0.00547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.06476,  0.62795,  0.69661,  0.62795,  0.69661,  0.62795,  0.69661
12906, 45164, -3.19455,  12.36795, -35.45677,  0.05438,  0.52979, -0.84619,  0.00,  0.99658, -0.0838,  0.01157, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.03314,  0.62795,  0.6963,  0.62795,  0.6963,  0.62795,  0.6963
12907, 45165, -3.94692,  12.38442, -35.5451,  0.08923,  0.57764, -0.81152,  0.00,  0.99463, -0.01104,  0.1015, -1.00,  1.00,  1.00,  1.00,  1.00,  0.48364,  0.03314,  0.62365,  0.6963,  0.62365,  0.6963,  0.62365,  0.6963
12908, 45162, -3.94565,  12.58345, -35.38589,  0.08301,  0.63525, -0.76807,  0.00,  0.99658, -0.03839,  0.07599, -1.00,  1.00,  1.00,  1.00,  1.00,  0.48389,  0.06476,  0.62365,  0.69661,  0.62365,  0.69661,  0.62365,  0.69661
12909, 45166, -2.43722,  12.27297, -35.47977,  0.02084,  0.48193, -0.87598,  0.00,  0.99023, -0.12927, -0.04758, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.03314,  0.63228,  0.6963,  0.63228,  0.6963,  0.63228,  0.6963
12910, 45164, -3.19455,  12.36795, -35.45677,  0.05438,  0.52979, -0.84619,  0.00,  0.99658, -0.0838,  0.01157, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.03314,  0.62795,  0.6963,  0.62795,  0.6963,  0.62795,  0.6963
12911, 45163, -3.19391,  12.54413, -35.34857,  0.05923,  0.62207, -0.78076,  0.00,  0.99609, -0.08795,  0.00547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.06476,  0.62795,  0.69661,  0.62795,  0.69661,  0.62795,  0.69661
12912, 45166, -2.43722,  12.27297, -35.47977,  0.02084,  0.48193, -0.87598,  0.00,  0.99023, -0.12927, -0.04758, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.03314,  0.63228,  0.6963,  0.63228,  0.6963,  0.63228,  0.6963
12913, 45163, -3.19391,  12.54413, -35.34857,  0.05923,  0.62207, -0.78076,  0.00,  0.99609, -0.08795,  0.00547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.06476,  0.62795,  0.69661,  0.62795,  0.69661,  0.62795,  0.69661
12914, 45167, -2.43722,  12.44829, -35.39454,  0.01456,  0.54932, -0.83545,  0.00,  0.99609, -0.07855, -0.03427, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.06476,  0.63228,  0.69661,  0.63228,  0.69661,  0.63228,  0.69661
12915, 45167, -2.43722,  12.44829, -35.39454,  0.01456,  0.54932, -0.83545,  0.00,  0.99609, -0.07855, -0.03427, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.06476,  0.63228,  0.69661,  0.63228,  0.69661,  0.63228,  0.69661
12916, 45163, -3.19391,  12.54413, -35.34857,  0.05923,  0.62207, -0.78076,  0.00,  0.99609, -0.08795,  0.00547, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.06476,  0.62795,  0.69661,  0.62795,  0.69661,  0.62795,  0.69661
12917, 45160, -3.19337,  12.66695, -35.22622,  0.03809,  0.69434, -0.71875,  0.00,  0.99902, -0.04193,  0.01245, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.09174,  0.62795,  0.69688,  0.62795,  0.69688,  0.62795,  0.69688
12918, 45167, -2.43722,  12.44829, -35.39454,  0.01456,  0.54932, -0.83545,  0.00,  0.99609, -0.07855, -0.03427, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.06476,  0.63228,  0.69661,  0.63228,  0.69661,  0.63228,  0.69661
12919, 45160, -3.19337,  12.66695, -35.22622,  0.03809,  0.69434, -0.71875,  0.00,  0.99902, -0.04193,  0.01245, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8457,  0.09174,  0.62795,  0.69688,  0.62795,  0.69688,  0.62795,  0.69688
12920, 45161, -2.43722,  12.66695, -35.22622,  0.00,  0.63477, -0.77246,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.20996,  0.09174,  0.63228,  0.69688,  0.63228,  0.69688,  0.63228,  0.69688
12921, 45168, -1.89523,  12.30672, -35.44025,  0.00112,  0.427, -0.9043,  0.00,  0.99658,  0.07349,  0.03592, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.02501,  0.64483,  0.62671,  0.64483,  0.62671,  0.64483,  0.62671
12922, 45169, -2.60371,  12.30672, -35.44025, -4.76837E-07,  0.42822, -0.90381,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.02502,  0.64097,  0.62671,  0.64097,  0.62671,  0.64097,  0.62671
12923, 45170, -2.59315,  12.81806, -35.1979, -5.96046E-07,  0.59473, -0.80371,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.1637,  0.64097,  0.62807,  0.64097,  0.62807,  0.64097,  0.62807
12924, 45168, -1.89523,  12.30672, -35.44025,  0.00112,  0.427, -0.9043,  0.00,  0.99658,  0.07349,  0.03592, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.02501,  0.64483,  0.62671,  0.64483,  0.62671,  0.64483,  0.62671
12925, 45170, -2.59315,  12.81806, -35.1979, -5.96046E-07,  0.59473, -0.80371,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.1637,  0.64097,  0.62807,  0.64097,  0.62807,  0.64097,  0.62807
12926, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12927, 45172, -1.11972,  12.42983, -35.37829,  0.00096,  0.42432, -0.90527,  0.00,  0.99854,  0.04715,  0.02315, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.02501,  0.64905,  0.62671,  0.64905,  0.62671,  0.64905,  0.62671
12928, 45168, -1.89523,  12.30672, -35.44025,  0.00112,  0.427, -0.9043,  0.00,  0.99658,  0.07349,  0.03592, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.02501,  0.64483,  0.62671,  0.64483,  0.62671,  0.64483,  0.62671
12929, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12930, 45172, -1.11972,  12.42983, -35.37829,  0.00096,  0.42432, -0.90527,  0.00,  0.99854,  0.04715,  0.02315, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.02501,  0.64905,  0.62671,  0.64905,  0.62671,  0.64905,  0.62671
12931, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12932, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12933, 45174, -0.16416,  12.60011, -35.30067, -0.00739,  0.44653, -0.89502,  0.00,  0.98145,  0.17505,  0.07928, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92871,  0.02501,  0.65426,  0.62671,  0.65426,  0.62671,  0.65426,  0.62671
12934, 45172, -1.11972,  12.42983, -35.37829,  0.00096,  0.42432, -0.90527,  0.00,  0.99854,  0.04715,  0.02315, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.02501,  0.64905,  0.62671,  0.64905,  0.62671,  0.64905,  0.62671
12935, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12936, 45174, -0.16416,  12.60011, -35.30067, -0.00739,  0.44653, -0.89502,  0.00,  0.98145,  0.17505,  0.07928, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92871,  0.02501,  0.65426,  0.62671,  0.65426,  0.62671,  0.65426,  0.62671
12937, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12938, 45175, -0.16415,  12.81806, -35.1979, -0.00399,  0.60596, -0.79541,  0.00,  0.99756,  0.05765,  0.03891, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92773,  0.1637,  0.65425,  0.62807,  0.65425,  0.62807,  0.65425,  0.62807
12939, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12940, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12941, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12942, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12943, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12944, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12945, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12946, 45175, -0.16415,  12.81806, -35.1979, -0.00399,  0.60596, -0.79541,  0.00,  0.99756,  0.05765,  0.03891, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92773,  0.1637,  0.65425,  0.62807,  0.65425,  0.62807,  0.65425,  0.62807
12947, 45173, -1.11443,  12.81806, -35.1979,  0.00037,  0.5957, -0.80322,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.1637,  0.64906,  0.62807,  0.64906,  0.62807,  0.64906,  0.62807
12948, 45178, -1.84478,  13.77045, -34.11106, -1.78814E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.99072,  0.64483,  0.63615,  0.64483,  0.63615,  0.64483,  0.63615
12949, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12950, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12951, 45178, -1.84478,  13.77045, -34.11106, -1.78814E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.99072,  0.64483,  0.63615,  0.64483,  0.63615,  0.64483,  0.63615
12952, 45179, -1.08659,  13.77045, -34.11106,  0.00,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.99072,  0.64906,  0.63615,  0.64906,  0.63615,  0.64906,  0.63615
12953, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12954, 45179, -1.08659,  13.77045, -34.11106,  0.00,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.99072,  0.64906,  0.63615,  0.64906,  0.63615,  0.64906,  0.63615
12955, 45180, -0.16415,  13.16394, -34.81379, -1.78814E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92578,  0.42407,  0.65424,  0.63061,  0.65424,  0.63061,  0.65424,  0.63061
12956, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12957, 45177, -1.10694,  13.16394, -34.81379,  0.00,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.42407,  0.64906,  0.63061,  0.64906,  0.63061,  0.64906,  0.63061
12958, 45180, -0.16415,  13.16394, -34.81379, -1.78814E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92578,  0.42407,  0.65424,  0.63061,  0.65424,  0.63061,  0.65424,  0.63061
12959, 45175, -0.16415,  12.81806, -35.1979, -0.00399,  0.60596, -0.79541,  0.00,  0.99756,  0.05765,  0.03891, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92773,  0.1637,  0.65425,  0.62807,  0.65425,  0.62807,  0.65425,  0.62807
12960, 45179, -1.08659,  13.77045, -34.11106,  0.00,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.47949,  0.99072,  0.64906,  0.63615,  0.64906,  0.63615,  0.64906,  0.63615
12961, 45181, -0.16415,  13.77045, -34.11106, -4.76837E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92285,  0.99072,  0.6542,  0.63615,  0.6542,  0.63615,  0.6542,  0.63615
12962, 45180, -0.16415,  13.16394, -34.81379, -1.78814E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.92578,  0.42407,  0.65424,  0.63061,  0.65424,  0.63061,  0.65424,  0.63061
12963, 45182, -2.53745,  13.77045, -34.11106, -5.96046E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.99072,  0.64097,  0.63615,  0.64097,  0.63615,  0.64097,  0.63615
12964, 45178, -1.84478,  13.77045, -34.11106, -1.78814E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.99072,  0.64483,  0.63615,  0.64483,  0.63615,  0.64483,  0.63615
12965, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12966, 45182, -2.53745,  13.77045, -34.11106, -5.96046E-07,  0.75684, -0.65332,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.99072,  0.64097,  0.63615,  0.64097,  0.63615,  0.64097,  0.63615
12967, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12968, 45183, -2.57815,  13.16394, -34.81379, -6.55651E-07,  0.75, -0.66162,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.42407,  0.64097,  0.63061,  0.64097,  0.63061,  0.64097,  0.63061
12969, 45183, -2.57815,  13.16394, -34.81379, -6.55651E-07,  0.75, -0.66162,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.42407,  0.64097,  0.63061,  0.64097,  0.63061,  0.64097,  0.63061
12970, 45176, -1.87577,  13.16395, -34.81379, -2.98023E-07,  0.75, -0.66113,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.42407,  0.64483,  0.63061,  0.64483,  0.63061,  0.64483,  0.63061
12971, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12972, 45183, -2.57815,  13.16394, -34.81379, -6.55651E-07,  0.75, -0.66162,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.42407,  0.64097,  0.63061,  0.64097,  0.63061,  0.64097,  0.63061
12973, 45171, -1.88718,  12.81806, -35.1979,  0.00062,  0.59668, -0.80273,  0.00,  0.99951,  0.02359,  0.01831, -1.00,  1.00,  1.00,  1.00,  1.00,  1.11523,  0.1637,  0.64483,  0.62807,  0.64483,  0.62807,  0.64483,  0.62807
12974, 45170, -2.59315,  12.81806, -35.1979, -5.96046E-07,  0.59473, -0.80371,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.78271,  0.1637,  0.64097,  0.62807,  0.64097,  0.62807,  0.64097,  0.62807
12975, 45184,  1.34957,  14.9685, -32.65937,  0.00066,  0.99951,  0.03714,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.39697,  0.6548,  0.67282,  0.6548,  0.67282,  0.6548,  0.67282
12976, 45185,  1.34957,  14.85999, -32.16107, -2.98023E-07,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.97949,  0.6548,  0.67861,  0.6548,  0.67861,  0.6548,  0.67861
12977, 45186,  2.08038,  14.85999, -32.16107, -1.78814E-07,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.97949,  0.65133,  0.67861,  0.65133,  0.67861,  0.65133,  0.67861
12978, 45184,  1.34957,  14.9685, -32.65937,  0.00066,  0.99951,  0.03714,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.39697,  0.6548,  0.67282,  0.6548,  0.67282,  0.6548,  0.67282
12979, 45186,  2.08038,  14.85999, -32.16107, -1.78814E-07,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.97949,  0.65133,  0.67861,  0.65133,  0.67861,  0.65133,  0.67861
12980, 45187,  2.09063,  14.9685, -32.65937,  0.00033,  0.99951,  0.03662,  0.00, -1.00,  0.00,  0.00145,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.39697,  0.65133,  0.67282,  0.65133,  0.67282,  0.65133,  0.67282
12981, 45188,  2.09493,  14.90343, -33.11374, -0.02834,  0.93408, -0.3562,  0.00, -0.99854, -0.01037,  0.05222,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.15735,  0.65132,  0.67045,  0.65132,  0.67045,  0.65132,  0.67045
12982, 45184,  1.34957,  14.9685, -32.65937,  0.00066,  0.99951,  0.03714,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.39697,  0.6548,  0.67282,  0.6548,  0.67282,  0.6548,  0.67282
12983, 45187,  2.09063,  14.9685, -32.65937,  0.00033,  0.99951,  0.03662,  0.00, -1.00,  0.00,  0.00145,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.39697,  0.65133,  0.67282,  0.65133,  0.67282,  0.65133,  0.67282
12984, 45188,  2.09493,  14.90343, -33.11374, -0.02834,  0.93408, -0.3562,  0.00, -0.99854, -0.01037,  0.05222,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.15735,  0.65132,  0.67045,  0.65132,  0.67045,  0.65132,  0.67045
12985, 45189,  1.34957,  14.90631, -33.10714, -0.05978,  0.92139, -0.38403,  0.00, -0.99316, -0.01656,  0.11487,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.15735,  0.6548,  0.67045,  0.6548,  0.67045,  0.6548,  0.67045
12986, 45184,  1.34957,  14.9685, -32.65937,  0.00066,  0.99951,  0.03714,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.79004,  0.39697,  0.6548,  0.67282,  0.6548,  0.67282,  0.6548,  0.67282
12987, 45187,  2.09063,  14.9685, -32.65937,  0.00033,  0.99951,  0.03662,  0.00, -1.00,  0.00,  0.00145,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.39697,  0.65133,  0.67282,  0.65133,  0.67282,  0.65133,  0.67282
12988, 45186,  2.08038,  14.85999, -32.16107, -1.78814E-07,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.97949,  0.65133,  0.67861,  0.65133,  0.67861,  0.65133,  0.67861
12989, 45190,  2.77308,  14.85999, -32.16107,  0.00,  0.97705,  0.21277,  0.00, -1.00, -0.00109,  0.00502,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.97949,  0.64803,  0.67861,  0.64803,  0.67861,  0.64803,  0.67861
12990, 45187,  2.09063,  14.9685, -32.65937,  0.00033,  0.99951,  0.03662,  0.00, -1.00,  0.00,  0.00145,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.39697,  0.65133,  0.67282,  0.65133,  0.67282,  0.65133,  0.67282
12991, 45190,  2.77308,  14.85999, -32.16107,  0.00,  0.97705,  0.21277,  0.00, -1.00, -0.00109,  0.00502,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.97949,  0.64803,  0.67861,  0.64803,  0.67861,  0.64803,  0.67861
12992, 45191,  2.79305,  14.9685, -32.65937,  0.00082,  0.99951,  0.03552,  0.00, -0.99951,  0.00,  0.02458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.39697,  0.64803,  0.67282,  0.64803,  0.67282,  0.64803,  0.67282
12993, 45188,  2.09493,  14.90343, -33.11374, -0.02834,  0.93408, -0.3562,  0.00, -0.99854, -0.01037,  0.05222,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.15735,  0.65132,  0.67045,  0.65132,  0.67045,  0.65132,  0.67045
12994, 45187,  2.09063,  14.9685, -32.65937,  0.00033,  0.99951,  0.03662,  0.00, -1.00,  0.00,  0.00145,  1.00,  1.00,  1.00,  1.00,  1.00,  1.49512,  0.39697,  0.65133,  0.67282,  0.65133,  0.67282,  0.65133,  0.67282
12995, 45191,  2.79305,  14.9685, -32.65937,  0.00082,  0.99951,  0.03552,  0.00, -0.99951,  0.00,  0.02458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.39697,  0.64803,  0.67282,  0.64803,  0.67282,  0.64803,  0.67282
12996, 45191,  2.79305,  14.9685, -32.65937,  0.00082,  0.99951,  0.03552,  0.00, -0.99951,  0.00,  0.02458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.39697,  0.64803,  0.67282,  0.64803,  0.67282,  0.64803,  0.67282
12997, 45190,  2.77308,  14.85999, -32.16107,  0.00,  0.97705,  0.21277,  0.00, -1.00, -0.00109,  0.00502,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.97949,  0.64803,  0.67861,  0.64803,  0.67861,  0.64803,  0.67861
12998, 45192,  3.10513,  14.85999, -32.16107,  0.00,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.08203,  0.97949,  0.64646,  0.67861,  0.64646,  0.67861,  0.64646,  0.67861
12999, 45191,  2.79305,  14.9685, -32.65937,  0.00082,  0.99951,  0.03552,  0.00, -0.99951,  0.00,  0.02458,  1.00,  1.00,  1.00,  1.00,  1.00,  1.21582,  0.39697,  0.64803,  0.67282,  0.64803,  0.67282,  0.64803,  0.67282
13000, 45192,  3.10513,  14.85999, -32.16107,  0.00,  0.97705,  0.21277,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  1.00,  1.00,  1.00,  1.08203,  0.97949,  0.64646,  0.67861,  0.64646,  0.67861,  0.64646,  0.67861
