VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z
1257, 450, -0.04772,  0.02484,  0.05466, -0.56323,  0.46899,  0.68031, -0.40338, -0.87461,  0.26898, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.64682,  0.89123,  0.64682,  0.89123, -0.04772,  0.02484,  0.05466
1258, 449, -0.04882,  0.10057,  0.00154, -0.49723,  0.73926,  0.45416, -0.59394, -0.6716,  0.44293, -1.00,  0.00392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63141,  0.90121,  0.63141,  0.90121, -0.04882,  0.10057,  0.00154
1259, 453, -0.11668,  0.0382, -0.02088, -0.66169,  0.62587,  0.41287, -0.5091, -0.77929,  0.36541, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.6467,  0.9136,  0.6467,  0.9136, -0.11668,  0.0382, -0.02088
1260, 452, -0.02974,  0.1311, -0.06253, -0.45411,  0.83036,  0.32294, -0.65975, -0.557,  0.50447, -1.00,  0.03137,  0.00,  0.00,  2.00,  0.5556,  0.325,  0.61812,  0.90965,  0.61812,  0.90965, -0.02974,  0.1311, -0.06253
1261, 453, -0.11668,  0.0382, -0.02088, -0.66169,  0.62587,  0.41287, -0.5091, -0.77929,  0.36541, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.6467,  0.9136,  0.6467,  0.9136, -0.11668,  0.0382, -0.02088
1262, 449, -0.04882,  0.10057,  0.00154, -0.49723,  0.73926,  0.45416, -0.59394, -0.6716,  0.44293, -1.00,  0.00392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63141,  0.90121,  0.63141,  0.90121, -0.04882,  0.10057,  0.00154
1263, 453, -0.11668,  0.0382, -0.02088, -0.66169,  0.62587,  0.41287, -0.5091, -0.77929,  0.36541, -1.00,  0.00,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.6467,  0.9136,  0.6467,  0.9136, -0.11668,  0.0382, -0.02088
1264, 452, -0.02974,  0.1311, -0.06253, -0.45411,  0.83036,  0.32294, -0.65975, -0.557,  0.50447, -1.00,  0.03137,  0.00,  0.00,  2.00,  0.5556,  0.325,  0.61812,  0.90965,  0.61812,  0.90965, -0.02974,  0.1311, -0.06253
1265, 454, -0.10384,  0.10089, -0.14538, -0.62665,  0.72009,  0.29797, -0.58335, -0.68696,  0.43333, -1.00,  0.1451,  0.00,  0.00,  2.00,  0.6421,  0.6949,  0.62368,  0.9334,  0.62368,  0.9334, -0.10384,  0.10089, -0.14538
1266, 452, -0.02974,  0.1311, -0.06253, -0.45411,  0.83036,  0.32294, -0.65975, -0.557,  0.50447, -1.00,  0.03137,  0.00,  0.00,  2.00,  0.5556,  0.325,  0.61812,  0.90965,  0.61812,  0.90965, -0.02974,  0.1311, -0.06253
1267, 451, -0.00204,  0.09236,  0.03773, -0.33128,  0.75061,  0.5717, -0.6206, -0.62975,  0.46719, -1.00,  0.00,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.62982,  0.88858,  0.62982,  0.88858, -0.00204,  0.09236,  0.03773
1268, 455,  0.08117,  0.14806, -0.04043, -0.21639,  0.88913,  0.40327, -0.71373, -0.4259,  0.55606, -1.00,  0.03922,  0.00,  0.00,  2.00,  0.3191,  0.0329,  0.60293,  0.89088,  0.60293,  0.89088,  0.08117,  0.14806, -0.04043
1269, 456, -0.11242,  0.1214,  0.12704,  0.08814,  0.75988, -0.64406,  0.90591, -0.33001, -0.26538, -1.00,  0.25098,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.89533,  0.51482,  0.89533,  0.51482, -0.11242,  0.1214,  0.12704
1270, 457, -0.06764,  0.04658,  0.09613,  0.31895,  0.51855, -0.79333,  0.82697, -0.56119, -0.03435, -1.00,  0.01961,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.91074,  0.50485,  0.91074,  0.50485, -0.06764,  0.04658,  0.09613
1271, 458, -0.14333,  0.08128,  0.09541, -0.04093,  0.65413, -0.75527,  0.9091, -0.28926, -0.29978, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.89374,  0.5022,  0.89374,  0.5022, -0.14333,  0.08128,  0.09541
1272, 458, -0.14333,  0.08128,  0.09541, -0.04093,  0.65413, -0.75527,  0.9091, -0.28926, -0.29978, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.89374,  0.5022,  0.89374,  0.5022, -0.14333,  0.08128,  0.09541
1273, 459, -0.15097,  0.15106,  0.1821, -0.00703,  0.84408, -0.53617,  0.90891, -0.21816, -0.35538, -1.00,  0.52157,  0.00,  0.00,  2.00,  0.5581,  0.3291,  0.88221,  0.52351,  0.88221,  0.52351, -0.15097,  0.15106,  0.1821
1274, 456, -0.11242,  0.1214,  0.12704,  0.08814,  0.75988, -0.64406,  0.90591, -0.33001, -0.26538, -1.00,  0.25098,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.89533,  0.51482,  0.89533,  0.51482, -0.11242,  0.1214,  0.12704
1275, 457, -0.06764,  0.04658,  0.09613,  0.31895,  0.51855, -0.79333,  0.82697, -0.56119, -0.03435, -1.00,  0.01961,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.91074,  0.50485,  0.91074,  0.50485, -0.06764,  0.04658,  0.09613
1276, 456, -0.11242,  0.1214,  0.12704,  0.08814,  0.75988, -0.64406,  0.90591, -0.33001, -0.26538, -1.00,  0.25098,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.89533,  0.51482,  0.89533,  0.51482, -0.11242,  0.1214,  0.12704
1277, 460, -0.02548,  0.11203,  0.16379,  0.28654,  0.7644, -0.57758,  0.87999, -0.44836, -0.15682, -1.00,  0.31765,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.91061,  0.5272,  0.91061,  0.5272, -0.02548,  0.11203,  0.16379
1278, 459, -0.15097,  0.15106,  0.1821, -0.00703,  0.84408, -0.53617,  0.90891, -0.21816, -0.35538, -1.00,  0.52157,  0.00,  0.00,  2.00,  0.5581,  0.3291,  0.88221,  0.52351,  0.88221,  0.52351, -0.15097,  0.15106,  0.1821
1279, 460, -0.02548,  0.11203,  0.16379,  0.28654,  0.7644, -0.57758,  0.87999, -0.44836, -0.15682, -1.00,  0.31765,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.91061,  0.5272,  0.91061,  0.5272, -0.02548,  0.11203,  0.16379
1280, 456, -0.11242,  0.1214,  0.12704,  0.08814,  0.75988, -0.64406,  0.90591, -0.33001, -0.26538, -1.00,  0.25098,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.89533,  0.51482,  0.89533,  0.51482, -0.11242,  0.1214,  0.12704
1281, 460, -0.02548,  0.11203,  0.16379,  0.28654,  0.7644, -0.57758,  0.87999, -0.44836, -0.15682, -1.00,  0.31765,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.91061,  0.5272,  0.91061,  0.5272, -0.02548,  0.11203,  0.16379
1282, 459, -0.15097,  0.15106,  0.1821, -0.00703,  0.84408, -0.53617,  0.90891, -0.21816, -0.35538, -1.00,  0.52157,  0.00,  0.00,  2.00,  0.5581,  0.3291,  0.88221,  0.52351,  0.88221,  0.52351, -0.15097,  0.15106,  0.1821
1283, 461, -0.08283,  0.18556,  0.26833,  0.19236,  0.84926, -0.49169,  0.90346, -0.34886, -0.2491, -1.00,  1.00,  0.00,  0.00,  2.00,  0.6453,  0.6993,  0.88781,  0.54727,  0.88781,  0.54727, -0.08283,  0.18556,  0.26833
1284, 459, -0.15097,  0.15106,  0.1821, -0.00703,  0.84408, -0.53617,  0.90891, -0.21816, -0.35538, -1.00,  0.52157,  0.00,  0.00,  2.00,  0.5581,  0.3291,  0.88221,  0.52351,  0.88221,  0.52351, -0.15097,  0.15106,  0.1821
1285, 458, -0.14333,  0.08128,  0.09541, -0.04093,  0.65413, -0.75527,  0.9091, -0.28926, -0.29978, -1.00,  0.34902,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.89374,  0.5022,  0.89374,  0.5022, -0.14333,  0.08128,  0.09541
1286, 462, -0.25095,  0.10072,  0.15876, -0.23117,  0.74781, -0.62237,  0.89143, -0.09347, -0.44342, -1.00,  1.00,  0.00,  0.00,  2.00,  0.3214,  0.0363,  0.86702,  0.50472,  0.86702,  0.50472, -0.25095,  0.10072,  0.15876
1287, 463,  0.11495,  0.21353,  0.07659, -0.51042,  0.77049, -0.38187,  0.06307, -0.40933, -0.9102, -1.00,  0.22353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63186,  0.78213,  0.63186,  0.78213,  0.11495,  0.21353,  0.07659
1288, 464,  0.0968,  0.13642,  0.02881, -0.58034,  0.52326, -0.62403,  0.22588, -0.63278, -0.74066, -1.00,  0.02353,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.64728,  0.77214,  0.64728,  0.77214,  0.0968,  0.13642,  0.02881
1289, 465,  0.07125,  0.17793,  0.09632, -0.66841,  0.6832, -0.29406,  0.03569, -0.36544, -0.93015, -1.00,  0.02745,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.63027,  0.76949,  0.63027,  0.76949,  0.07125,  0.17793,  0.09632
1290, 465,  0.07125,  0.17793,  0.09632, -0.66841,  0.6832, -0.29406,  0.03569, -0.36544, -0.93015, -1.00,  0.02745,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.63027,  0.76949,  0.63027,  0.76949,  0.07125,  0.17793,  0.09632
1291, 466,  0.15484,  0.24666,  0.13301, -0.44357,  0.85768, -0.26006, -0.00984, -0.29481, -0.9555, -1.00,  0.55686,  0.00,  0.00,  2.00,  0.5483,  0.3331,  0.6181,  0.79108,  0.6181,  0.79108,  0.15484,  0.24666,  0.13301
1292, 463,  0.11495,  0.21353,  0.07659, -0.51042,  0.77049, -0.38187,  0.06307, -0.40933, -0.9102, -1.00,  0.22353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63186,  0.78213,  0.63186,  0.78213,  0.11495,  0.21353,  0.07659
1293, 464,  0.0968,  0.13642,  0.02881, -0.58034,  0.52326, -0.62403,  0.22588, -0.63278, -0.74066, -1.00,  0.02353,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.64728,  0.77214,  0.64728,  0.77214,  0.0968,  0.13642,  0.02881
1294, 463,  0.11495,  0.21353,  0.07659, -0.51042,  0.77049, -0.38187,  0.06307, -0.40933, -0.9102, -1.00,  0.22353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63186,  0.78213,  0.63186,  0.78213,  0.11495,  0.21353,  0.07659
1295, 467,  0.17998,  0.1945,  0.01022, -0.37549,  0.75606, -0.53607,  0.14247, -0.52443, -0.83945, -1.00,  0.36471,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.64715,  0.79452,  0.64715,  0.79452,  0.17998,  0.1945,  0.01022
1296, 466,  0.15484,  0.24666,  0.13301, -0.44357,  0.85768, -0.26006, -0.00984, -0.29481, -0.9555, -1.00,  0.55686,  0.00,  0.00,  2.00,  0.5483,  0.3331,  0.6181,  0.79108,  0.6181,  0.79108,  0.15484,  0.24666,  0.13301
1297, 467,  0.17998,  0.1945,  0.01022, -0.37549,  0.75606, -0.53607,  0.14247, -0.52443, -0.83945, -1.00,  0.36471,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.64715,  0.79452,  0.64715,  0.79452,  0.17998,  0.1945,  0.01022
1298, 463,  0.11495,  0.21353,  0.07659, -0.51042,  0.77049, -0.38187,  0.06307, -0.40933, -0.9102, -1.00,  0.22353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.63186,  0.78213,  0.63186,  0.78213,  0.11495,  0.21353,  0.07659
1299, 467,  0.17998,  0.1945,  0.01022, -0.37549,  0.75606, -0.53607,  0.14247, -0.52443, -0.83945, -1.00,  0.36471,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.64715,  0.79452,  0.64715,  0.79452,  0.17998,  0.1945,  0.01022
1300, 466,  0.15484,  0.24666,  0.13301, -0.44357,  0.85768, -0.26006, -0.00984, -0.29481, -0.9555, -1.00,  0.55686,  0.00,  0.00,  2.00,  0.5483,  0.3331,  0.6181,  0.79108,  0.6181,  0.79108,  0.15484,  0.24666,  0.13301
1301, 468,  0.26233,  0.27069,  0.09933, -0.3223,  0.84573, -0.42528,  0.07354, -0.42552, -0.90196, -1.00,  0.86275,  0.00,  0.00,  2.00,  0.6346,  0.7027,  0.62364,  0.81483,  0.62364,  0.81483,  0.26233,  0.27069,  0.09933
1302, 466,  0.15484,  0.24666,  0.13301, -0.44357,  0.85768, -0.26006, -0.00984, -0.29481, -0.9555, -1.00,  0.55686,  0.00,  0.00,  2.00,  0.5483,  0.3331,  0.6181,  0.79108,  0.6181,  0.79108,  0.15484,  0.24666,  0.13301
1303, 465,  0.07125,  0.17793,  0.09632, -0.66841,  0.6832, -0.29406,  0.03569, -0.36544, -0.93015, -1.00,  0.02745,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.63027,  0.76949,  0.63027,  0.76949,  0.07125,  0.17793,  0.09632
1304, 469,  0.09289,  0.20688,  0.22052, -0.61301,  0.78636, -0.07648, -0.08688, -0.1633, -0.98274, -1.00,  0.40392,  0.00,  0.00,  2.00,  0.3122,  0.0416,  0.60293,  0.77236,  0.60293,  0.77236,  0.09289,  0.20688,  0.22052
1305, 470,  0.1996,  0.16944,  0.10663, -0.27063,  0.53651, -0.79932,  0.33489, -0.72598, -0.60067, -1.00,  0.25882,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.76469,  0.58323,  0.76469,  0.58323,  0.1996,  0.16944,  0.10663
1306, 471,  0.19209,  0.07877,  0.08993, -0.27347,  0.19613, -0.94167,  0.40958, -0.86206, -0.29849, -1.00,  0.05098,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.78009,  0.57326,  0.78009,  0.57326,  0.19209,  0.07877,  0.08993
1307, 472,  0.14861,  0.14227,  0.12171, -0.4553,  0.48087, -0.74931,  0.31966, -0.6972, -0.64166, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.7631,  0.57061,  0.7631,  0.57061,  0.14861,  0.14227,  0.12171
1308, 472,  0.14861,  0.14227,  0.12171, -0.4553,  0.48087, -0.74931,  0.31966, -0.6972, -0.64166, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.7631,  0.57061,  0.7631,  0.57061,  0.14861,  0.14227,  0.12171
1309, 473,  0.2217,  0.22259,  0.15608, -0.23527,  0.67005, -0.70405,  0.29201, -0.64218, -0.70875, -1.00,  0.59216,  0.00,  0.00,  2.00,  0.5525,  0.3352,  0.75121,  0.59231,  0.75121,  0.59231,  0.2217,  0.22259,  0.15608
1310, 470,  0.1996,  0.16944,  0.10663, -0.27063,  0.53651, -0.79932,  0.33489, -0.72598, -0.60067, -1.00,  0.25882,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.76469,  0.58323,  0.76469,  0.58323,  0.1996,  0.16944,  0.10663
1311, 471,  0.19209,  0.07877,  0.08993, -0.27347,  0.19613, -0.94167,  0.40958, -0.86206, -0.29849, -1.00,  0.05098,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.78009,  0.57326,  0.78009,  0.57326,  0.19209,  0.07877,  0.08993
1312, 470,  0.1996,  0.16944,  0.10663, -0.27063,  0.53651, -0.79932,  0.33489, -0.72598, -0.60067, -1.00,  0.25882,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.76469,  0.58323,  0.76469,  0.58323,  0.1996,  0.16944,  0.10663
1313, 474,  0.28162,  0.12921,  0.08111, -0.08894,  0.46481, -0.88093,  0.3755, -0.80353, -0.46189, -1.00,  0.63137,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.77996,  0.5956,  0.77996,  0.5956,  0.28162,  0.12921,  0.08111
1314, 473,  0.2217,  0.22259,  0.15608, -0.23527,  0.67005, -0.70405,  0.29201, -0.64218, -0.70875, -1.00,  0.59216,  0.00,  0.00,  2.00,  0.5525,  0.3352,  0.75121,  0.59231,  0.75121,  0.59231,  0.2217,  0.22259,  0.15608
1315, 474,  0.28162,  0.12921,  0.08111, -0.08894,  0.46481, -0.88093,  0.3755, -0.80353, -0.46189, -1.00,  0.63137,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.77996,  0.5956,  0.77996,  0.5956,  0.28162,  0.12921,  0.08111
1316, 470,  0.1996,  0.16944,  0.10663, -0.27063,  0.53651, -0.79932,  0.33489, -0.72598, -0.60067, -1.00,  0.25882,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.76469,  0.58323,  0.76469,  0.58323,  0.1996,  0.16944,  0.10663
1317, 474,  0.28162,  0.12921,  0.08111, -0.08894,  0.46481, -0.88093,  0.3755, -0.80353, -0.46189, -1.00,  0.63137,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.77996,  0.5956,  0.77996,  0.5956,  0.28162,  0.12921,  0.08111
1318, 473,  0.2217,  0.22259,  0.15608, -0.23527,  0.67005, -0.70405,  0.29201, -0.64218, -0.70875, -1.00,  0.59216,  0.00,  0.00,  2.00,  0.5525,  0.3352,  0.75121,  0.59231,  0.75121,  0.59231,  0.2217,  0.22259,  0.15608
1319, 475,  0.33594,  0.23724,  0.15653, -0.07325,  0.59542, -0.80007,  0.34156, -0.73873, -0.58104, -1.00,  0.9451,  0.00,  0.00,  2.00,  0.6402,  0.7058,  0.75684,  0.61609,  0.75684,  0.61609,  0.33594,  0.23724,  0.15653
1320, 473,  0.2217,  0.22259,  0.15608, -0.23527,  0.67005, -0.70405,  0.29201, -0.64218, -0.70875, -1.00,  0.59216,  0.00,  0.00,  2.00,  0.5525,  0.3352,  0.75121,  0.59231,  0.75121,  0.59231,  0.2217,  0.22259,  0.15608
1321, 472,  0.14861,  0.14227,  0.12171, -0.4553,  0.48087, -0.74931,  0.31966, -0.6972, -0.64166, -1.00,  0.06667,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.7631,  0.57061,  0.7631,  0.57061,  0.14861,  0.14227,  0.12171
1322, 476,  0.12962,  0.21764,  0.22371, -0.46267,  0.66966, -0.58094,  0.2389, -0.53688, -0.80913, -1.00,  0.36471,  0.00,  0.00,  2.00,  0.3157,  0.0422,  0.73602,  0.57351,  0.73602,  0.57351,  0.12962,  0.21764,  0.22371
1323, 477,  0.28631,  0.12212, -0.05612, -0.3594,  0.93036,  0.07259, -0.89938, -0.32458, -0.29284, -1.00,  0.42353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.7512,  0.64825,  0.7512,  0.64825,  0.28631,  0.12212, -0.05612
1324, 478,  0.22168,  0.05884, -0.03674, -0.67736,  0.72678,  0.11393, -0.72007, -0.62332, -0.30492, -1.00,  0.00392,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.76659,  0.63829,  0.76659,  0.63829,  0.22168,  0.05884, -0.03674
1325, 479,  0.28256,  0.10214,  0.00003, -0.35525,  0.89434,  0.27194, -0.91707, -0.2771, -0.2867, -1.00,  0.30196,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.74961,  0.63564,  0.74961,  0.63564,  0.28256,  0.10214,  0.00003
1326, 479,  0.28256,  0.10214,  0.00003, -0.35525,  0.89434,  0.27194, -0.91707, -0.2771, -0.2867, -1.00,  0.30196,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.74961,  0.63564,  0.74961,  0.63564,  0.28256,  0.10214,  0.00003
1327, 480,  0.35813,  0.13266, -0.07898, -0.20014,  0.97927,  0.03123, -0.9432, -0.18395, -0.27667, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.5504,  0.3333,  0.7376,  0.6572,  0.7376,  0.6572,  0.35813,  0.13266, -0.07898
1328, 477,  0.28631,  0.12212, -0.05612, -0.3594,  0.93036,  0.07259, -0.89938, -0.32458, -0.29284, -1.00,  0.42353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.7512,  0.64825,  0.7512,  0.64825,  0.28631,  0.12212, -0.05612
1329, 478,  0.22168,  0.05884, -0.03674, -0.67736,  0.72678,  0.11393, -0.72007, -0.62332, -0.30492, -1.00,  0.00392,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.76659,  0.63829,  0.76659,  0.63829,  0.22168,  0.05884, -0.03674
1330, 477,  0.28631,  0.12212, -0.05612, -0.3594,  0.93036,  0.07259, -0.89938, -0.32458, -0.29284, -1.00,  0.42353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.7512,  0.64825,  0.7512,  0.64825,  0.28631,  0.12212, -0.05612
1331, 481,  0.24444,  0.08657, -0.13344, -0.46488,  0.87929, -0.10363, -0.82744, -0.47312, -0.30249, -1.00,  0.41569,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.76646,  0.66061,  0.76646,  0.66061,  0.24444,  0.08657, -0.13344
1332, 480,  0.35813,  0.13266, -0.07898, -0.20014,  0.97927,  0.03123, -0.9432, -0.18395, -0.27667, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.5504,  0.3333,  0.7376,  0.6572,  0.7376,  0.6572,  0.35813,  0.13266, -0.07898
1333, 481,  0.24444,  0.08657, -0.13344, -0.46488,  0.87929, -0.10363, -0.82744, -0.47312, -0.30249, -1.00,  0.41569,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.76646,  0.66061,  0.76646,  0.66061,  0.24444,  0.08657, -0.13344
1334, 477,  0.28631,  0.12212, -0.05612, -0.3594,  0.93036,  0.07259, -0.89938, -0.32458, -0.29284, -1.00,  0.42353,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.7512,  0.64825,  0.7512,  0.64825,  0.28631,  0.12212, -0.05612
1335, 481,  0.24444,  0.08657, -0.13344, -0.46488,  0.87929, -0.10363, -0.82744, -0.47312, -0.30249, -1.00,  0.41569,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.76646,  0.66061,  0.76646,  0.66061,  0.24444,  0.08657, -0.13344
1336, 480,  0.35813,  0.13266, -0.07898, -0.20014,  0.97927,  0.03123, -0.9432, -0.18395, -0.27667, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.5504,  0.3333,  0.7376,  0.6572,  0.7376,  0.6572,  0.35813,  0.13266, -0.07898
1337, 482,  0.36912,  0.12118, -0.19306, -0.32055,  0.93889, -0.1254, -0.89153, -0.34377, -0.29494, -1.00,  1.00,  0.00,  0.00,  2.00,  0.6392,  0.7049,  0.74329,  0.68102,  0.74329,  0.68102,  0.36912,  0.12118, -0.19306
1338, 480,  0.35813,  0.13266, -0.07898, -0.20014,  0.97927,  0.03123, -0.9432, -0.18395, -0.27667, -1.00,  0.65098,  0.00,  0.00,  2.00,  0.5504,  0.3333,  0.7376,  0.6572,  0.7376,  0.6572,  0.35813,  0.13266, -0.07898
1339, 479,  0.28256,  0.10214,  0.00003, -0.35525,  0.89434,  0.27194, -0.91707, -0.2771, -0.2867, -1.00,  0.30196,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.74961,  0.63564,  0.74961,  0.63564,  0.28256,  0.10214,  0.00003
1340, 483,  0.40949,  0.11058,  0.02078, -0.10733,  0.95763,  0.26726, -0.96682, -0.03785, -0.25265, -1.00,  0.73725,  0.00,  0.00,  2.00,  0.3133,  0.0393,  0.7224,  0.63835,  0.7224,  0.63835,  0.40949,  0.11058,  0.02078
1341, 484,  0.30832,  0.10938,  0.09025, -0.37277,  0.9196, -0.12399, -0.62525, -0.34766, -0.69872, -1.00,  0.80392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.6924,  0.70989,  0.6924,  0.70989,  0.30832,  0.10938,  0.09025
1342, 485,  0.24266,  0.0461,  0.07471, -0.64358,  0.72677, -0.24002, -0.47114, -0.62332, -0.6241, -1.00,  0.18039,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.70782,  0.69991,  0.70782,  0.69991,  0.24266,  0.0461,  0.07471
1343, 486,  0.277,  0.0894,  0.137, -0.46156,  0.88573,  0.04943, -0.64382, -0.29612, -0.70556, -1.00,  0.61569,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.69081,  0.69726,  0.69081,  0.69726,  0.277,  0.0894,  0.137
1344, 486,  0.277,  0.0894,  0.137, -0.46156,  0.88573,  0.04943, -0.64382, -0.29612, -0.70556, -1.00,  0.61569,  0.00,  0.00,  2.00,  0.7377, -0.003,  0.69081,  0.69726,  0.69081,  0.69726,  0.277,  0.0894,  0.137
1345, 487,  0.38161,  0.12356,  0.10562, -0.22334,  0.9711, -0.08414, -0.67039, -0.21569, -0.70996, -1.00,  1.00,  0.00,  0.00,  2.00,  0.5515,  0.3354,  0.67884,  0.719,  0.67884,  0.719,  0.38161,  0.12356,  0.10562
1346, 484,  0.30832,  0.10938,  0.09025, -0.37277,  0.9196, -0.12399, -0.62525, -0.34766, -0.69872, -1.00,  0.80392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.6924,  0.70989,  0.6924,  0.70989,  0.30832,  0.10938,  0.09025
1347, 485,  0.24266,  0.0461,  0.07471, -0.64358,  0.72677, -0.24002, -0.47114, -0.62332, -0.6241, -1.00,  0.18039,  0.00,  0.00,  2.00,  1.0025,  0.0383,  0.70782,  0.69991,  0.70782,  0.69991,  0.24266,  0.0461,  0.07471
1348, 484,  0.30832,  0.10938,  0.09025, -0.37277,  0.9196, -0.12399, -0.62525, -0.34766, -0.69872, -1.00,  0.80392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.6924,  0.70989,  0.6924,  0.70989,  0.30832,  0.10938,  0.09025
1349, 488,  0.31073,  0.07383,  0.00235, -0.37026,  0.86985, -0.32598, -0.55821, -0.48884, -0.6704, -1.00,  0.32941,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.70769,  0.72228,  0.70769,  0.72228,  0.31073,  0.07383,  0.00235
1350, 487,  0.38161,  0.12356,  0.10562, -0.22334,  0.9711, -0.08414, -0.67039, -0.21569, -0.70996, -1.00,  1.00,  0.00,  0.00,  2.00,  0.5515,  0.3354,  0.67884,  0.719,  0.67884,  0.719,  0.38161,  0.12356,  0.10562
1351, 488,  0.31073,  0.07383,  0.00235, -0.37026,  0.86985, -0.32598, -0.55821, -0.48884, -0.6704, -1.00,  0.32941,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.70769,  0.72228,  0.70769,  0.72228,  0.31073,  0.07383,  0.00235
1352, 484,  0.30832,  0.10938,  0.09025, -0.37277,  0.9196, -0.12399, -0.62525, -0.34766, -0.69872, -1.00,  0.80392,  0.00,  0.00,  2.00,  0.7625,  0.1937,  0.6924,  0.70989,  0.6924,  0.70989,  0.30832,  0.10938,  0.09025
1353, 488,  0.31073,  0.07383,  0.00235, -0.37026,  0.86985, -0.32598, -0.55821, -0.48884, -0.6704, -1.00,  0.32941,  0.00,  0.00,  2.00,  1.0005,  0.3865,  0.70769,  0.72228,  0.70769,  0.72228,  0.31073,  0.07383,  0.00235
1354, 487,  0.38161,  0.12356,  0.10562, -0.22334,  0.9711, -0.08414, -0.67039, -0.21569, -0.70996, -1.00,  1.00,  0.00,  0.00,  2.00,  0.5515,  0.3354,  0.67884,  0.719,  0.67884,  0.719,  0.38161,  0.12356,  0.10562
